site,date,tl_mm,fl_mm,wt_gm,sex
Voi,2019-09-21,195,177,64.47,M
Voi,2019-09-21,185,170,57.64,M
Voi,2019-09-21,186,170,55.4,M
Voi,2019-09-21,197,181,62.21,M
Voi,2019-09-21,193,175,64.19,M
Voi,2019-09-21,202,183,72.81,M
Voi,2019-09-21,190,174,61.87,M
Voi,2019-09-21,190,173,54.52,M
Voi,2019-09-21,195,178,69.3,M
Voi,2019-09-21,170,154,41.65,M
Voi,2019-09-21,166,151,37.93,M
Voi,2019-09-21,195,175,67.38,M
Voi,2019-09-21,205,190,74.15,M
Voi,2019-09-21,187,170,52.8,M
Voi,2019-09-21,202,185,70.83,M
Voi,2019-09-21,198,182,60.68,M
Voi,2019-09-21,190,175,57.65,M
Voi,2019-09-21,172,157,42.66,M
Voi,2019-09-21,187,170,58.66,M
Voi,2019-09-21,197,180,60.31,M
Voi,2019-09-21,200,186,64.36,M
Voi,2019-09-21,180,165,48.26,M
Voi,2019-09-21,180,165,49.56,M
Voi,2019-09-21,185,169,52.6,M
Voi,2019-09-21,187,170,48.21,M
Voi,2019-09-21,175,160,48.48,M
Voi,2019-09-21,189,173,61.37,M
Voi,2019-09-21,188,174,66.19,M
Voi,2019-09-21,190,174,62.39,M
Voi,2019-09-21,190,174,62.59,M
Voi,2019-09-21,190,174,60.74,M
Voi,2019-09-21,188,171,51.39,M
Voi,2019-09-21,207,189,75.39,M
Voi,2019-09-21,181,165,51.75,M
Voi,2019-09-21,189,173,62.68,M
Voi,2019-09-21,185,170,57.87,M
Voi,2019-09-21,180,165,58.31,M
Voi,2019-09-21,180,165,51.76,M
Voi,2019-09-21,172,156,48.93,M
Voi,2019-09-21,186,172,58.03,M
Voi,2019-09-21,187,172,56.95,M
Voi,2019-09-21,196,180,65.13,M
Voi,2019-09-21,193,178,66.82,M
Voi,2019-09-21,181,165,51.55,M
Voi,2019-09-21,187,173,60.71,M
Voi,2019-09-21,196,180,68.19,M
Voi,2019-09-21,177,161,51.65,M
Voi,2019-09-21,180,164,52.74,M
Voi,2019-09-21,190,176,65.04,M
Voi,2019-09-21,180,165,53.78,M
Voi,2019-09-21,200,182,70.37,M
Voi,2019-09-21,186,172,57.79,M
Voi,2019-09-21,182,170,57.29,M
Voi,2019-09-21,184,171,59.91,M
Voi,2019-09-21,180,165,49.09,M
Voi,2019-09-21,183,170,53.35,M
Voi,2019-09-21,181,165,53.24,M
Voi,2019-09-21,177,163,52.99,M
Voi,2019-09-21,187,172,61.9,M
Voi,2019-09-21,186,173,61.46,M
Voi,2019-09-21,185,170,57.55,M
Voi,2019-09-21,178,165,48.83,M
Voi,2019-09-21,190,175,61.96,M
Voi,2019-09-21,196,180,69.33,M
Voi,2019-09-21,195,180,66.73,M
Voi,2019-09-21,191,176,60.11,M
Voi,2019-09-21,174,160,45.65,M
Voi,2019-09-21,195,180,64.04,M
Voi,2019-09-21,191,175,62.17,M
Voi,2019-09-21,184,170,55.86,M
Voi,2019-09-21,160,148,33.6,M
Voi,2019-09-21,184,170,58.65,M
Voi,2019-09-21,180,164,54.64,M
Voi,2019-09-21,190,175,60.74,M
Voi,2019-09-21,183,169,57.3,M
Voi,2019-09-08,201,185,74.23,F
Voi,2019-09-08,161,150,40.48,F
Voi,2019-09-08,202,186,78.55,F
Voi,2019-09-08,210,193,76.69,F
Voi,2019-09-08,172,161,48.21,F
Voi,2019-09-08,201,182,67.98,F
Voi,2019-09-08,202,187,81.55,F
Voi,2019-09-08,171,157,45.56,F
Voi,2019-09-08,180,165,51.4,F
Voi,2019-09-08,181,169,59.11,F
Voi,2019-09-08,123,116,17.04,F
Voi,2019-09-08,183,170,64.43,F
Voi,2019-09-08,190,174,67.66,F
Voi,2019-09-08,180,165,52.75,F
Voi,2019-09-08,184,170,55.53,F
Voi,2019-09-08,201,195,76.24,F
Voi,2019-09-08,186,171,54.82,F
Voi,2019-09-08,187,175,61.9,F
Voi,2019-09-08,170,164,41.73,F
Voi,2019-09-08,180,165,47.99,F
Voi,2019-09-08,200,183,78.15,F
Voi,2019-09-08,176,166,50.12,F
Voi,2019-09-08,201,185,74.33,F
Voi,2019-09-08,191,177,65.39,F
Voi,2019-09-08,181,168,45.34,F
Voi,2019-09-08,187,175,61.33,F
Voi,2019-09-08,192,178,65.18,F
Voi,2019-09-17,130,121,17.52,F
Voi,2019-09-17,182,170,58.47,F
Voi,2019-09-17,212,190,88.5,F
Voi,2019-09-17,193,173,68.03,F
Voi,2019-09-17,178,164,54.01,F
Voi,2019-09-17,185,171,55.66,F
Voi,2019-09-17,172,158,45.64,F
Voi,2019-09-17,133,120,20.27,F
Voi,2019-09-17,181,165,57.73,F
Voi,2019-09-17,176,165,49.42,F
Voi,2019-09-17,174,163,53.96,F
Voi,2019-09-17,182,169,54,F
Voi,2019-09-17,175,163,51.63,F
Voi,2019-09-17,164,152,46.3,F
Voi,2019-09-17,211,195,86.55,F
Voi,2019-09-17,182,165,52.05,F
Voi,2019-09-17,134,125,21.24,F
Voi,2019-09-17,193,176,62.92,F
Voi,2019-09-17,195,180,62.46,F
Voi,2019-09-17,196,185,74.47,F
Voi,2019-09-17,183,170,55.35,F
Voi,2019-09-17,136,120,22.61,F
Voi,2019-09-17,181,167,52.75,F
Voi,2019-09-17,173,157,40.48,F
Voi,2019-09-17,187,175,64.68,F
Voi,2019-09-17,194,176,64.33,F
Voi,2019-09-17,173,160,51.35,F
Voi,2019-09-17,140,127,20.77,F
Voi,2019-09-17,191,175,64.24,F
Voi,2019-09-17,204,186,77.19,F
Voi,2019-09-17,182,170,52.7,F
Voi,2019-09-17,210,191,81.63,F
Voi,2019-09-17,184,170,53.63,F
Voi,2019-09-17,193,182,69.03,F
Voi,2019-09-17,200,185,69.4,F
Voi,2019-09-17,190,174,55.17,F
Voi,2019-09-17,194,180,62.3,F
Voi,2019-09-17,201,182,70.2,F
Voi,2019-09-17,182,169,54.49,F
Voi,2019-09-17,183,170,52.57,F
Voi,2019-09-17,185,170,53.91,F
Voi,2019-09-17,201,184,65.9,F
Voi,2019-09-17,182,167,44.54,F
Voi,2019-09-17,210,182,82.43,F
Voi,2019-09-17,203,186,73.61,F
Voi,2019-09-17,191,180,55.89,F
Voi,2019-09-21,190,174,58.81,F
Voi,2019-09-21,190,173,59.63,F
Voi,2019-09-21,192,175,57.6,F
Voi,2019-09-21,195,180,72.58,F
Voi,2019-09-21,193,175,64.68,F
Voi,2019-09-21,186,174,62.33,F
Voi,2019-09-21,175,160,50.27,F
Voi,2019-09-21,210,190,79.99,F
Voi,2019-09-21,192,177,69.52,F
Voi,2019-09-21,181,170,51.61,F
Voi,2019-09-21,183,170,61,F
Voi,2019-09-21,181,169,55.89,F
Voi,2019-09-21,180,168,51.55,F
Voi,2019-09-21,184,173,57.9,F
Voi,2019-09-21,185,170,59.44,F
Voi,2019-09-21,191,175,61.86,F
Voi,2019-09-21,182,167,51.74,F
Voi,2019-09-21,204,189,76.28,F
Voi,2019-09-21,186,171,55.65,F
Voi,2019-09-21,190,174,56.91,F
Voi,2019-09-21,193,180,69.93,F
Voi,2019-09-21,190,176,64.74,F
Voi,2019-09-21,184,172,54.34,F
Voi,2019-09-21,192,179,60.62,F
Voi,2019-09-21,187,173,53.76,F
Voi,2019-09-21,181,170,55.06,F
Voi,2019-09-21,185,170,60.52,F
Voi,2019-09-21,195,180,61.5,F
Voi,2019-09-21,188,173,59.43,F
Voi,2019-09-21,195,180,72.6,F
Voi,2019-09-21,193,180,63.38,F
Voi,2019-09-21,200,183,71.44,F
Voi,2019-09-21,192,177,65.02,F
Voi,2019-09-21,184,174,60.56,F
Voi,2019-09-21,193,178,63.46,F
Voi,2019-09-21,200,184,77.24,F
Voi,2019-09-21,185,175,65.46,F
Voi,2019-09-21,182,170,57.5,F
Voi,2019-09-21,194,178,64.46,F
Voi,2019-09-21,175,163,45.3,F
Voi,2019-09-21,183,171,53.61,F
Voi,2019-09-21,180,167,53.82,F
Voi,2019-09-21,181,169,54.94,F
Voi,2019-09-21,185,175,59.22,F
Voi,2019-09-21,184,170,59.98,F
Voi,2019-09-21,190,173,64.58,F
Voi,2019-09-21,170,165,49.86,F
Voi,2019-09-21,192,180,68.02,F
Voi,2019-10-21,132,120,17.32,M
Voi,2019-10-21,120,109,14.07,M
Voi,2019-10-21,130,120,16.77,M
Voi,2019-10-21,125,116,15.4,M
Voi,2019-10-21,115,108,10.84,M
Voi,2019-10-21,110,101,10.06,M
Voi,2019-10-21,114,105,11.97,M
Voi,2019-10-21,113,104,10.87,M
Voi,2019-10-21,117,106,11.78,M
Voi,2019-10-21,109,100,9.9,M
Voi,2019-10-21,130,120,17.2,M
Voi,2019-10-21,141,132,22.61,M
Voi,2019-10-21,120,111,13.67,M
Voi,2019-10-21,115,104,11.87,M
Voi,2019-10-21,132,132,18.9,M
Voi,2019-10-21,112,102,11.18,M
Voi,2019-10-21,120,110,14.12,M
Voi,2019-10-21,97,89,7,M
Voi,2019-10-21,120,111,14.17,M
Voi,2019-10-21,165,150,40.08,M
Voi,2019-10-21,120,110,14.75,M
Voi,2019-10-21,104,95,7.99,M
Voi,2019-10-21,112,104,11.32,M
Voi,2019-10-21,123,115,15.42,M
Voi,2019-10-21,112,103,10.4,M
Voi,2019-10-21,102,93,7.77,M
Voi,2019-10-21,125,116,16.53,M
Voi,2019-10-21,132,122,17.66,M
Voi,2019-10-21,134,125,19.31,M
Voi,2019-10-21,127,115,18.11,M
Voi,2019-10-21,98,79,7.04,M
Voi,2019-10-21,135,124,19.94,M
Voi,2019-10-21,110,101,10.8,M
Voi,2019-10-21,137,125,21.07,M
Voi,2019-10-21,103,95,8.41,M
Voi,2019-10-21,131,120,18.72,M
Voi,2019-10-21,125,116,15.58,M
Voi,2019-10-21,130,120,18.6,M
Voi,2019-10-21,139,127,22.31,M
Voi,2019-10-21,121,110,14.37,M
Voi,2019-10-21,119,100,13.12,M
Voi,2019-10-21,107,98,9.6,M
Voi,2019-10-21,131,120,17.54,M
Voi,2019-10-21,117,106,12.19,M
Voi,2019-10-21,127,115,15.56,M
Voi,2019-10-21,115,103,12.25,M
Voi,2019-10-21,127,118,16.94,M
Voi,2019-10-21,117,107,13.61,M
Voi,2019-10-21,127,115,17.27,M
Voi,2019-10-21,126,116,15.76,M
Voi,2019-10-21,124,113,15.82,M
Voi,2019-10-21,135,124,19.54,M
Voi,2019-10-21,120,111,14.05,M
Voi,2019-10-21,125,115,16.52,M
Voi,2019-10-21,125,114,15.31,M
Voi,2019-10-21,120,110,13.69,M
Voi,2019-10-21,131,124,19.19,M
Voi,2019-10-21,135,125,19.91,M
Voi,2019-10-21,135,124,20.67,M
Voi,2019-10-21,115,106,13.12,M
Voi,2019-10-21,115,106,11.54,M
Voi,2019-10-21,125,114,15.45,M
Voi,2019-10-21,125,115,15.42,M
Voi,2019-10-21,122,111,14.47,M
Voi,2019-10-21,126,116,15.36,M
Voi,2019-10-21,130,120,18.07,M
Voi,2019-10-21,123,114,14.29,M
Voi,2019-10-21,104,95,8.75,M
Voi,2019-10-21,125,110,14.09,M
Voi,2019-10-21,123,113,15.07,M
Voi,2019-10-21,126,115,16.11,M
Voi,2019-10-21,105,96,8.69,M
Voi,2019-10-21,117,108,12.06,M
Voi,2019-10-21,142,123,24.77,M
Voi,2019-10-21,128,116,15.91,M
Voi,2019-10-21,125,114,14.4,M
Voi,2019-10-21,186,172,57.82,M
Voi,2019-10-21,122,113,14.77,M
Voi,2019-10-21,137,125,20.73,M
Voi,2019-10-21,133,121,18.79,M
Voi,2019-10-21,131,120,18.96,M
Voi,2019-10-21,138,125,20.78,M
Voi,2019-10-21,114,105,11.59,M
Voi,2019-10-21,135,125,20.71,M
Voi,2019-10-21,128,116,18.84,M
Voi,2019-10-21,130,120,17.23,M
Voi,2019-10-21,107,91,9.87,M
Voi,2019-10-21,115,106,11.71,M
Voi,2019-10-21,116,106,13.15,M
Voi,2019-10-21,121,110,14.12,M
Voi,2019-10-21,121,112,14.27,M
Voi,2019-10-21,112,103,10.95,M
Voi,2019-10-21,119,110,13.16,M
Voi,2019-10-21,131,120,20.16,M
Voi,2019-10-21,127,116,16.73,M
Voi,2019-10-21,134,122,19.71,M
Voi,2019-10-21,131,120,18.51,M
Voi,2019-10-21,127,116,15.19,F
Voi,2019-10-21,118,109,13.41,F
Voi,2019-10-21,109,100,9.2,F
Voi,2019-10-21,120,109,15.12,F
Voi,2019-10-21,151,136,26.98,F
Voi,2019-10-21,110,102,9.91,F
Voi,2019-10-21,120,111,13.52,F
Voi,2019-10-21,113,105,11.39,F
Voi,2019-10-21,114,105,11.84,F
Voi,2019-10-21,125,115,16.2,F
Voi,2019-10-21,119,110,13.23,F
Voi,2019-10-21,115,106,11.31,F
Voi,2019-10-21,111,102,10.61,F
Voi,2019-10-21,100,97,7.2,F
Voi,2019-10-21,121,110,14.18,F
Voi,2019-10-21,121,113,14.02,F
Voi,2019-10-21,123,112,13.86,F
Voi,2019-10-21,121,111,14.6,F
Voi,2019-10-21,122,111,12.95,F
Voi,2019-10-21,127,110,14.66,F
Voi,2019-10-21,120,110,11.55,F
Voi,2019-10-21,123,114,14.66,F
Voi,2019-10-21,114,103,12.28,F
Voi,2019-10-21,120,110,13.88,F
Voi,2019-10-21,132,121,17.42,F
Voi,2019-10-21,109,100,9.54,F
Voi,2019-10-21,109,100,10.27,F
Voi,2019-10-21,128,117,17.45,F
Voi,2019-10-21,117,108,12.86,F
Voi,2019-10-21,112,103,10.11,F
Voi,2019-10-21,114,103,9.66,F
Voi,2019-10-21,117,107,11.36,F
Voi,2019-10-21,195,179,69.14,F
Voi,2019-10-21,107,99,8.99,F
Voi,2019-10-21,117,106,12.34,F
Voi,2019-10-21,110,103,10.43,F
Voi,2019-10-21,108,99,9.52,F
Voi,2019-10-21,114,103,11.32,F
Voi,2019-10-21,119,108,13.01,F
Voi,2019-10-21,108,98,9.39,F
Voi,2019-10-21,117,108,12.11,F
Voi,2019-10-21,120,108,13.85,F
Voi,2019-10-21,112,103,9.94,F
Voi,2019-10-21,115,107,11.97,F
Voi,2019-10-21,135,125,20.01,F
Voi,2019-10-21,123,113,14.49,F
Voi,2019-10-21,127,118,17.55,F
Voi,2019-10-21,130,118,17.67,F
Voi,2019-10-21,121,111,13.85,F
Voi,2019-10-21,137,127,11.92,F
Voi,2019-10-21,119,109,13.49,F
Voi,2019-10-21,111,102,11.15,F
Voi,2019-10-21,112,102,11,F
Voi,2019-10-21,127,116,16.39,F
Voi,2019-10-21,116,108,12.16,F
Voi,2019-10-21,112,103,11.23,F
Voi,2019-10-21,128,118,18.77,F
Voi,2019-10-21,115,105,12.48,F
Voi,2019-10-21,139,127,21.92,F
Voi,2019-10-21,133,123,18.66,F
Voi,2019-10-21,123,112,14.12,F
Voi,2019-10-21,136,125,21.03,F
Voi,2019-10-21,122,113,14.35,F
Voi,2019-10-21,121,112,14.78,F
Voi,2019-10-21,118,110,13.25,F
Voi,2019-10-21,130,120,18.83,F
Voi,2019-10-21,107,98,10.81,F
Voi,2019-10-21,139,127,21.1,F
Voi,2019-10-21,112,101,10.75,F
Voi,2019-10-21,120,109,13.12,F
Voi,2019-10-21,121,110,14.21,F
Voi,2019-10-21,117,107,11.62,F
Voi,2019-10-21,122,110,15.7,F
Voi,2019-10-21,126,115,15.84,F
Voi,2019-10-21,130,120,18.04,F
Voi,2019-10-21,140,130,20.92,F
Voi,2019-10-21,139,126,21.21,F
Voi,2019-10-21,111,103,10.72,F
Voi,2019-10-21,124,112,15.32,F
Voi,2019-10-21,134,122,20.01,F
Voi,2019-10-21,110,100,13.66,F
Voi,2019-10-21,131,120,18.15,F
Voi,2019-10-21,118,110,13.34,F
Voi,2019-10-21,128,117,17.43,F
Voi,2019-10-21,128,117,17.16,F
Voi,2019-10-21,125,113,13.66,F
Voi,2019-10-21,126,115,12.66,F
Voi,2019-10-21,132,121,18.74,F
Voi,2019-10-21,130,120,17.54,F
Voi,2019-10-21,143,132,25.89,F
Voi,2019-10-21,130,120,17.73,F
Voi,2019-10-21,130,120,19.21,F
Voi,2019-10-21,110,100,10.87,F
Voi,2019-10-21,127,117,16.47,F
Voi,2019-10-21,120,110,14.11,F
Voi,2019-10-21,117,109,12.91,F
Voi,2019-10-21,121,110,14.09,F
Voi,2019-10-21,132,121,19.2,F
Voi,2019-10-21,130,119,16.59,F
Voi,2019-10-21,127,116,16.14,F
Voi,2019-10-21,126,116,16.04,F
Voi,2019-10-21,108,99,9.34,F
Voi,2019-10-21,111,102,10.72,F
Voi,2019-10-21,128,119,17.16,F
Voi,2019-10-21,123,114,14.8,F
Voi,2019-10-21,115,104,11.66,F
Voi,2019-10-21,124,115,14.71,F
Voi,2020-01-31,166,152,41.2,M
Voi,2020-01-31,173,157,46.41,M
Voi,2020-01-31,155,142,29.63,M
Voi,2020-01-31,169,155,40.48,M
Voi,2020-01-31,159,145,32.64,M
Voi,2020-01-31,180,165,49.96,M
Voi,2020-01-31,172,157,40.87,M
Voi,2020-01-31,152,139,27.56,M
Voi,2020-01-31,180,165,48.98,M
Voi,2020-01-31,166,154,37.91,M
Voi,2020-01-31,178,164,44.71,M
Voi,2020-01-31,180,165,50.44,M
Voi,2020-01-31,176,162,44.07,M
Voi,2020-01-31,175,159,43.91,M
Voi,2020-01-31,167,153,37.98,M
Voi,2020-01-31,178,164,48.7,M
Voi,2020-01-31,174,160,43.58,M
Voi,2020-01-31,165,152,37.94,M
Voi,2020-01-31,171,157,42.75,M
Voi,2020-01-31,179,163,50.65,M
Voi,2020-01-31,169,154,41.1,M
Voi,2020-01-31,177,162,46.66,M
Voi,2020-01-31,162,147,37.19,M
Voi,2020-01-31,169,155,45.12,M
Voi,2020-01-31,174,159,43.07,M
Voi,2020-01-31,172,157,44.47,M
Voi,2020-01-31,178,163,46.73,M
Voi,2020-01-31,180,165,52.38,M
Voi,2020-01-31,178,163,48.73,M
Voi,2020-01-31,181,166,53.86,M
Voi,2020-01-31,180,165,51.52,M
Voi,2020-01-31,191,173,60.56,M
Voi,2020-01-31,173,158,43.61,M
Voi,2020-01-31,197,180,66.61,M
Voi,2020-01-31,173,158,45.87,M
Voi,2020-01-31,181,165,54.11,M
Voi,2020-01-31,192,176,59.17,M
Voi,2020-01-31,170,158,44.02,M
Voi,2020-01-31,164,150,36.27,M
Voi,2020-01-31,173,158,42.42,M
Voi,2020-01-31,161,148,36.15,M
Voi,2020-01-31,198,182,64.83,M
Voi,2020-01-31,176,162,47.53,M
Voi,2020-01-31,166,152,41.51,M
Voi,2020-01-31,174,159,45.1,M
Voi,2020-01-31,179,165,51.05,M
Voi,2020-01-31,162,148,37.01,M
Voi,2020-01-31,187,170,56.03,M
Voi,2020-01-31,160,147,33.91,M
Voi,2020-01-31,163,150,39.77,M
Voi,2020-01-31,177,163,47.14,M
Voi,2020-01-31,169,157,43.02,M
Voi,2020-01-31,179,165,46.1,M
Voi,2020-01-31,172,162,45.4,M
Voi,2020-01-31,179,165,48.53,M
Voi,2020-01-31,169,155,40.03,M
Voi,2020-01-31,186,170,53.88,M
Voi,2020-01-31,187,171,53.75,M
Voi,2020-01-31,151,142,30.04,M
Voi,2020-01-31,160,150,35.02,M
Voi,2020-01-31,175,159,44.75,M
Voi,2020-01-31,175,160,43.84,M
Voi,2020-01-31,193,174,68.12,M
Voi,2020-01-31,165,152,39.12,M
Voi,2020-01-31,171,155,40.76,M
Voi,2020-01-31,170,155,44.36,M
Voi,2020-01-31,175,159,41.39,M
Voi,2020-01-31,182,166,54.06,M
Voi,2020-01-31,176,161,46.87,M
Voi,2020-01-31,178,163,46.95,M
Voi,2020-01-31,190,179,62.31,M
Voi,2020-01-31,173,160,44.89,M
Voi,2020-01-31,168,154,41.43,M
Voi,2020-01-31,179,165,49.12,M
Voi,2020-01-31,190,175,56.34,M
Voi,2020-01-31,181,166,53,M
Voi,2020-01-31,170,155,39.66,M
Voi,2020-01-31,178,164,51.63,M
Voi,2020-01-31,188,172,57.36,M
Voi,2020-01-31,167,154,38.27,M
Voi,2020-01-31,175,163,45.36,M
Voi,2020-01-31,172,156,44.72,M
Voi,2020-01-31,180,164,48.4,M
Voi,2020-01-31,186,171,52.69,M
Voi,2020-01-31,178,164,44.75,M
Voi,2020-01-31,169,155,39.71,M
Voi,2020-01-31,181,167,51.35,M
Voi,2020-01-31,172,160,43.83,M
Voi,2020-01-31,189,165,48.96,M
Voi,2020-01-31,160,146,35.67,M
Voi,2020-01-31,173,158,42.41,M
Voi,2020-01-31,155,140,32.52,M
Voi,2020-01-31,170,155,40.77,M
Voi,2020-01-31,161,147,33.68,M
Voi,2020-01-31,144,136,24.27,M
Voi,2020-01-31,165,154,46.49,M
Voi,2020-01-31,163,149,38.4,M
Voi,2020-01-31,151,142,34.61,M
Voi,2020-01-31,175,161,46.34,M
Voi,2020-01-31,179,165,52.06,M
Voi,2020-01-31,172,157,44.01,M
Voi,2020-01-31,162,148,37.38,M
Voi,2020-01-31,174,160,48.28,M
Voi,2020-01-31,190,173,60.81,M
Voi,2020-01-31,168,152,40.61,M
Voi,2020-01-31,194,177,67.62,M
Voi,2020-01-31,181,164,47.17,M
Voi,2020-01-31,190,173,58.78,M
Voi,2020-01-31,153,140,30.93,M
Voi,2020-01-31,167,151,41.24,M
Voi,2020-01-31,175,158,45.39,M
Voi,2020-01-31,187,170,50.58,M
Voi,2020-01-31,170,155,42.56,M
Voi,2020-01-31,173,158,45.36,M
Voi,2020-01-31,170,154,43.02,M
Voi,2020-01-31,167,151,42.32,M
Voi,2020-01-31,170,154,43.25,M
Voi,2020-01-31,177,161,47.46,M
Voi,2020-01-31,167,152,39.98,M
Voi,2020-01-31,170,155,44.68,M
Voi,2020-01-31,176,161,46.42,M
Voi,2020-01-31,147,136,27.29,M
Voi,2020-01-31,182,165,53.58,M
Voi,2020-01-31,183,167,48.82,M
Voi,2020-01-31,163,150,39.62,M
Voi,2020-01-31,183,168,55.31,M
Voi,2020-01-31,170,155,41.93,M
Voi,2020-01-31,166,154,40.15,M
Voi,2020-01-31,173,159,42.15,M
Voi,2020-01-31,162,149,36.35,M
Voi,2020-01-31,186,165,52.77,M
Voi,2020-01-31,166,152,41.72,M
Voi,2020-01-31,161,150,38.08,M
Voi,2020-01-31,158,144,32.89,M
Voi,2020-01-31,176,162,45.96,M
Voi,2020-01-31,175,160,43.77,M
Voi,2020-01-31,162,148,38.98,M
Voi,2020-01-31,178,168,50.17,M
Voi,2020-01-31,191,176,67.09,M
Voi,2020-01-31,175,160,43.55,M
Voi,2020-01-31,171,155,40.3,M
Voi,2020-01-31,186,169,56.36,M
Voi,2020-01-31,175,159,42.06,M
Voi,2020-01-31,183,166,48.75,M
Voi,2020-01-31,179,167,56.01,M
Voi,2020-01-31,172,162,48.23,M
Voi,2020-01-31,182,165,53.19,M
Voi,2020-01-31,171,155,43.64,M
Voi,2020-01-31,165,150,39.2,M
Voi,2020-01-31,177,162,52.23,M
Voi,2020-01-31,162,147,35.43,M
Voi,2020-01-31,168,153,40.34,M
Voi,2020-01-31,176,160,42.67,M
Voi,2020-01-31,179,165,48.35,M
Voi,2020-01-31,175,163,46.2,M
Voi,2020-01-31,159,147,33.97,M
Voi,2020-01-31,170,155,43.59,M
Voi,2020-01-31,174,159,43.61,M
Voi,2020-01-31,144,132,23.06,M
Voi,2020-01-31,168,157,40.65,M
Voi,2020-01-31,171,155,44.19,M
Voi,2020-01-31,151,138,24.71,M
Voi,2020-01-31,186,170,57.52,M
Voi,2020-01-31,176,165,47.33,M
Voi,2020-01-31,182,167,50.62,M
Voi,2020-01-31,167,154,40.71,M
Voi,2020-01-31,173,159,43.44,M
Voi,2020-01-31,150,150,46.26,M
Voi,2020-01-31,169,159,39.41,M
Voi,2020-01-31,172,158,45.52,M
Voi,2020-01-31,153,167,50.87,M
Voi,2020-01-31,165,153,36.6,M
Voi,2020-01-31,174,177,40.43,M
Voi,2020-01-31,170,153,26.03,M
Voi,2020-01-31,159,145,32.86,M
Voi,2020-01-31,160,140,35.81,M
Voi,2020-01-31,164,150,38.1,M
Voi,2020-01-31,157,145,32.39,M
Voi,2020-01-31,171,155,43.9,M
Voi,2020-01-31,176,161,44.45,M
Voi,2020-01-31,160,145,32.77,M
Voi,2020-01-31,168,154,41.82,M
Voi,2020-01-31,180,120,50.95,M
Voi,2020-01-31,169,156,42.5,M
Voi,2020-01-31,168,153,40.89,M
Voi,2020-01-31,180,166,52.17,M
Voi,2020-01-31,187,176,51.55,M
Voi,2020-01-31,166,151,37.36,M
Voi,2020-01-31,174,158,41.84,M
Voi,2020-01-31,177,163,46.03,M
Voi,2020-01-31,152,139,29.92,M
Voi,2020-01-31,171,156,40.65,M
Voi,2020-01-31,156,144,30.17,M
Voi,2020-01-31,185,167,51.02,M
Voi,2020-01-31,185,171,56,M
Voi,2020-01-31,175,159,41.63,M
Voi,2020-01-31,168,155,39.89,M
Voi,2020-01-31,162,147,35.52,M
Voi,2020-01-31,151,137,27.34,M
Voi,2020-01-31,171,155,42.93,M
Voi,2020-01-31,187,170,54.62,M
Voi,2020-01-31,155,141,30.99,M
Voi,2020-01-31,196,180,66.78,F
Voi,2020-01-31,158,146,34.29,F
Voi,2020-01-31,163,148,37.29,F
Voi,2020-01-31,175,160,49.6,F
Voi,2020-01-31,170,156,42.83,F
Voi,2020-01-31,165,150,39.39,F
Voi,2020-01-31,182,166,51.77,F
Voi,2020-01-31,166,151,38.98,F
Voi,2020-01-31,163,148,36.75,F
Voi,2020-01-31,158,145,33.56,F
Voi,2020-01-31,185,170,56.27,F
Voi,2020-01-31,167,152,39.56,F
Voi,2020-01-31,168,154,41.34,F
Voi,2020-01-31,177,163,45.98,F
Voi,2020-01-31,159,146,32.96,F
Voi,2020-01-31,157,143,33.78,F
Voi,2020-01-31,182,166,54.59,F
Voi,2020-01-31,175,160,46.55,F
Voi,2020-01-31,173,160,47.59,F
Voi,2020-01-31,179,164,49.43,F
Voi,2020-01-31,181,166,50.39,F
Voi,2020-01-31,184,168,49.29,F
Voi,2020-01-31,152,139,28.97,F
Voi,2020-01-31,178,162,48.71,F
Voi,2020-01-31,189,173,57.53,F
Voi,2020-01-31,186,170,60.06,F
Voi,2020-01-31,174,159,46.08,F
Voi,2020-01-31,183,166,51.45,F
Voi,2020-01-31,178,161,46.59,F
Voi,2020-01-31,182,166,52.32,F
Voi,2020-01-31,177,163,49.55,F
Voi,2020-01-31,173,160,45.96,F
Voi,2020-01-31,167,153,41.95,F
Voi,2020-01-31,165,151,39.93,F
Voi,2020-01-31,169,156,43.29,F
Voi,2020-01-31,169,154,42.89,F
Voi,2020-01-31,173,158,44.42,F
Voi,2020-01-31,173,158,43.67,F
Voi,2020-01-31,175,160,47.23,F
Voi,2020-01-31,169,155,42.35,F
Voi,2020-01-31,164,150,32.22,F
Voi,2020-01-31,169,155,41.18,F
Voi,2020-01-31,183,166,54.18,F
Voi,2020-01-31,180,166,49.81,F
Voi,2020-01-31,182,167,51.4,F
Voi,2020-01-31,170,157,44,F
Voi,2020-01-31,193,178,62.34,F
Voi,2020-01-31,175,160,49.81,F
Voi,2020-01-31,184,168,54.67,F
Voi,2020-01-31,177,163,48.63,F
Voi,2020-01-31,180,160,45.15,F
Voi,2020-01-31,176,162,48.33,F
Voi,2020-01-31,153,140,29.83,F
Voi,2020-01-31,171,155,43.73,F
Voi,2020-01-31,172,160,45.72,F
Voi,2020-01-31,188,172,59.15,F
Voi,2020-01-31,167,155,39.19,F
Voi,2020-01-31,175,160,42.74,F
Voi,2020-01-31,186,170,56.93,F
Voi,2020-01-31,175,160,46.94,F
Voi,2020-01-31,178,164,48.16,F
Voi,2020-01-31,176,161,46.34,F
Voi,2020-01-31,185,169,51.68,F
Voi,2020-01-31,166,153,41.25,F
